ID,Timeframe,Position,Entry,Stop Loss,Take Profit 1,Take Profit 2,Status,Open Time,Close Time,Pips,Profit USD
"M1-1780300020000-WU0F","M1","SELL",4527.03,4532.03,4522.03,4515.03,"SL","2026-06-01T07:47:00.000Z","2026-06-01T07:59:00.000Z",-50,-50
"M1-1780299720000-NPP4","M1","SELL",4530.8,4535.8,4525.8,4518.8,"TP1","2026-06-01T07:42:00.000Z","2026-06-01T07:46:00.000Z",50,50
"M5-1780295100000-ROVB","M5","SELL",4537.6,4545.6,4527.6,4517.6,"TP1","2026-06-01T06:25:00.000Z","2026-06-01T07:45:00.000Z",100,200
"M1-1780299000000-52LN","M1","SELL",4535,4540,4530,4523,"TP1","2026-06-01T07:30:00.000Z","2026-06-01T07:41:00.000Z",50,50
"M1-1780297680000-GL5U","M1","BUY",4538.25,4533.25,4543.25,4550.25,"SL","2026-06-01T07:08:00.000Z","2026-06-01T07:23:00.000Z",-50,-50
"M1-1780296840000-NKP1","M1","SELL",4534.1,4539.1,4529.1,4522.1,"SL","2026-06-01T06:54:00.000Z","2026-06-01T07:05:00.000Z",-50,-50
"M1-1780295820000-D749","M1","SELL",4534.2,4539.2,4529.2,4522.2,"TP1","2026-06-01T06:37:00.000Z","2026-06-01T06:51:00.000Z",50,50
"M15-1780290000000-UUTM","M15","SELL",4545.5,4560.5,4530.5,4510.5,"TP1","2026-06-01T05:00:00.000Z","2026-06-01T06:45:00.000Z",150,750
"M5-1780293000000-FCFE","M5","BUY",4552.3,4544.3,4562.3,4572.3,"SL","2026-06-01T05:50:00.000Z","2026-06-01T06:00:00.000Z",-80,-160
"M5-1780288800000-R3ZS","M5","SELL",4546.4,4554.4,4536.4,4526.4,"SL","2026-06-01T04:40:00.000Z","2026-06-01T05:45:00.000Z",-80,-160
"M15-1780282800000-2GGO","M15","SELL",4555.1,4570.1,4540.1,4520.1,"TP1","2026-06-01T03:00:00.000Z","2026-06-01T04:45:00.000Z",150,750
"M5-1780284300000-N1KS","M5","SELL",4551.7,4559.7,4541.7,4531.7,"TP1","2026-06-01T03:25:00.000Z","2026-06-01T03:40:00.000Z",100,200
"M5-1780277700000-YXP0","M5","SELL",4560.8,4568.8,4550.8,4540.8,"TP1","2026-06-01T01:35:00.000Z","2026-06-01T03:05:00.000Z",100,200
"M15-1780265700000-DV74","M15","SELL",4567.44,4582.44,4552.44,4532.44,"TP1","2026-05-31T22:15:00.000Z","2026-06-01T02:45:00.000Z",150,750
"M5-1780270500000-LM5S","M5","SELL",4570.47,4578.47,4560.47,4550.47,"TP1","2026-05-31T23:35:00.000Z","2026-06-01T01:05:00.000Z",100,200
"M5-1780265700000-42RH","M5","SELL",4566.96,4574.96,4556.96,4546.96,"SL","2026-05-31T22:15:00.000Z","2026-05-31T23:25:00.000Z",-80,-160
"M5-1780084800000-YTZ5","M5","SELL",4577.43,4585.43,4567.43,4557.43,"SL","2026-05-29T20:00:00.000Z","2026-05-29T20:55:00.000Z",-80,-160
"M15-1780087500000-IL2C","M15","BUY",4582.9,4567.9,4597.9,4617.9,"SL","2026-05-29T20:45:00.000Z","2026-05-29T20:45:00.000Z",-150,-750
"M15-1780080300000-0Y1I","M15","BUY",4588.5,4573.5,4603.5,4623.5,"SL","2026-05-29T18:45:00.000Z","2026-05-29T20:30:00.000Z",-150,-750
"M5-1780080600000-Y10U","M5","SELL",4584.74,4592.74,4574.74,4564.74,"TP1","2026-05-29T18:50:00.000Z","2026-05-29T19:55:00.000Z",100,200
"M5-1780078800000-LKE1","M5","BUY",4590.8,4582.8,4600.8,4610.8,"SL","2026-05-29T18:20:00.000Z","2026-05-29T18:45:00.000Z",-80,-160
"M5-1780072200000-OQGH","M5","BUY",4595.9,4587.9,4605.9,4615.9,"SL","2026-05-29T16:30:00.000Z","2026-05-29T17:40:00.000Z",-80,-160
"M15-1780074000000-08C4","M15","BUY",4599,4584,4614,4634,"SL","2026-05-29T17:00:00.000Z","2026-05-29T17:30:00.000Z",-150,-750
"M5-1780070400000-NGOF","M5","BUY",4600.4,4592.4,4610.4,4620.4,"SL","2026-05-29T16:00:00.000Z","2026-05-29T16:10:00.000Z",-80,-160
"M5-1780068900000-BN6F","M5","BUY",4607.29,4599.29,4617.29,4627.29,"SL","2026-05-29T15:35:00.000Z","2026-05-29T15:40:00.000Z",-80,-160
"M5-1780067700000-BO1L","M5","BUY",4619.19,4611.19,4629.19,4639.19,"SL","2026-05-29T15:15:00.000Z","2026-05-29T15:25:00.000Z",-80,-160
"M5-1780067100000-LKJ7","M5","BUY",4607.29,4599.29,4617.29,4627.29,"TP1","2026-05-29T15:05:00.000Z","2026-05-29T15:05:00.000Z",100,200
"H1-1779987600000-RKSZ","H1","BUY",4536.74,4486.74,4616.74,4716.74,"TP1","2026-05-28T17:00:00.000Z","2026-05-29T15:00:00.000Z",800,8000
"M5-1780064700000-B0CR","M5","BUY",4562.9,4554.9,4572.9,4582.9,"TP1","2026-05-29T14:25:00.000Z","2026-05-29T14:40:00.000Z",100,200
"M5-1780064100000-3X0H","M5","BUY",4571,4563,4581,4591,"SL","2026-05-29T14:15:00.000Z","2026-05-29T14:20:00.000Z",-80,-160
"M5-1780062300000-QC6K","M5","BUY",4562.9,4554.9,4572.9,4582.9,"TP1","2026-05-29T13:45:00.000Z","2026-05-29T14:00:00.000Z",100,200
"M5-1780061400000-4W5D","M5","BUY",4555.2,4547.2,4565.2,4575.2,"TP1","2026-05-29T13:30:00.000Z","2026-05-29T13:40:00.000Z",100,200
"M5-1780056000000-OMJY","M5","BUY",4564.7,4556.7,4574.7,4584.7,"SL","2026-05-29T12:00:00.000Z","2026-05-29T12:20:00.000Z",-80,-160
"M5-1780053900000-F3PT","M5","BUY",4559,4551,4569,4579,"TP1","2026-05-29T11:25:00.000Z","2026-05-29T11:55:00.000Z",100,200
"M5-1780051200000-J67P","M5","BUY",4571.7,4563.7,4581.7,4591.7,"SL","2026-05-29T10:40:00.000Z","2026-05-29T11:05:00.000Z",-80,-160
"M5-1780048800000-7B34","M5","BUY",4559,4551,4569,4579,"TP1","2026-05-29T10:00:00.000Z","2026-05-29T10:30:00.000Z",100,200
"M5-1780046100000-JJ9X","M5","BUY",4558.9,4550.9,4568.9,4578.9,"TP1","2026-05-29T09:15:00.000Z","2026-05-29T09:50:00.000Z",100,200
"M5-1780042200000-BRCR","M5","BUY",4546.4,4538.4,4556.4,4566.4,"TP1","2026-05-29T08:10:00.000Z","2026-05-29T09:10:00.000Z",100,200
"H1-1779976800000-JNGO","H1","SELL",4474,4524,4394,4294,"SL","2026-05-28T14:00:00.000Z","2026-05-28T16:00:00.000Z",-500,-5000
"H1-1779940800000-INT2","H1","SELL",4409.45,4459.45,4329.45,4229.45,"SL","2026-05-28T04:00:00.000Z","2026-05-28T12:00:00.000Z",-500,-5000
"H1-1779922800000-RU6X","H1","SELL",4479,4529,4399,4299,"TP1","2026-05-27T23:00:00.000Z","2026-05-28T03:00:00.000Z",800,8000
"H1-1779429600000-Y52A","H1","SELL",4519.7,4569.7,4439.7,4339.7,"TP1","2026-05-22T06:00:00.000Z","2026-05-27T13:00:00.000Z",800,8000
"H1-1779372000000-MTUF","H1","SELL",4508.8,4558.8,4428.8,4328.8,"SL","2026-05-21T14:00:00.000Z","2026-05-21T17:00:00.000Z",-500,-5000
"H1-1779314400000-3BMR","H1","BUY",4542,4492,4622,4722,"SL","2026-05-20T22:00:00.000Z","2026-05-21T13:00:00.000Z",-500,-5000
"H1-1779217200000-579J","H1","SELL",4492.8,4542.8,4412.8,4312.8,"SL","2026-05-19T19:00:00.000Z","2026-05-20T15:00:00.000Z",-500,-5000
"H1-1779112800000-KXNO","H1","SELL",4569.8,4619.8,4489.8,4389.8,"TP1","2026-05-18T14:00:00.000Z","2026-05-19T13:00:00.000Z",800,8000
"H1-1779066000000-HXQ4","H1","SELL",4537,4587,4457,4357,"SL","2026-05-18T01:00:00.000Z","2026-05-18T13:00:00.000Z",-500,-5000
"H1-1778839200000-AKLB","H1","SELL",4569.8,4619.8,4489.8,4389.8,"TP1","2026-05-15T10:00:00.000Z","2026-05-18T00:00:00.000Z",800,8000
"H1-1778594400000-EMOG","H1","SELL",4694.7,4744.7,4614.7,4514.7,"TP1","2026-05-12T14:00:00.000Z","2026-05-15T01:00:00.000Z",800,8000
"H1-1778508000000-UYJU","H1","BUY",4740.95,4690.95,4820.95,4920.95,"SL","2026-05-11T14:00:00.000Z","2026-05-12T13:00:00.000Z",-500,-5000
"H1-1778479200000-1LEZ","H1","SELL",4683.5,4733.5,4603.5,4503.5,"SL","2026-05-11T06:00:00.000Z","2026-05-11T13:00:00.000Z",-500,-5000
"H1-1778173200000-HQAC","H1","BUY",4709.5,4659.5,4789.5,4889.5,"SL","2026-05-07T17:00:00.000Z","2026-05-11T05:00:00.000Z",-500,-5000
"H1-1778140800000-Z4RF","H1","BUY",4749.07,4699.07,4829.07,4929.07,"SL","2026-05-07T08:00:00.000Z","2026-05-07T15:00:00.000Z",-500,-5000
"H1-1778043600000-RTKU","H1","BUY",4656.61,4606.61,4736.61,4836.61,"TP1","2026-05-06T05:00:00.000Z","2026-05-07T06:00:00.000Z",800,8000
"D1-1775793600000-CWOM","D1","BUY",4784.4,4534.4,5134.4,5584.4,"SL","2026-04-10T04:00:00.000Z","2026-04-29T04:00:00.000Z",-2500,-50000
"D1-1774843200000-LGU4","D1","SELL",4541.8,4791.8,4191.8,3741.8,"SL","2026-03-30T04:00:00.000Z","2026-04-08T04:00:00.000Z",-2500,-50000
"D1-1773979200000-QRSL","D1","SELL",4625.89,4875.89,4275.89,3825.89,"TP1","2026-03-20T04:00:00.000Z","2026-03-23T04:00:00.000Z",3500,70000
"D1-1772514000000-36XG","D1","BUY",5199.2,4949.2,5549.2,5999.2,"SL","2026-03-03T05:00:00.000Z","2026-03-18T04:00:00.000Z",-2500,-50000
"D1-1770267600000-HWWW","D1","BUY",4855.8,4605.8,5205.8,5655.8,"TP1","2026-02-05T05:00:00.000Z","2026-02-23T05:00:00.000Z",3500,70000
"D1-1770008400000-HQKU","D1","BUY",4608,4358,4958,5408,"TP1","2026-02-02T05:00:00.000Z","2026-02-03T05:00:00.000Z",3500,70000
"D1-1769662800000-217F","D1","BUY",5285.13,5035.13,5635.13,6085.13,"SL","2026-01-29T05:00:00.000Z","2026-01-30T05:00:00.000Z",-2500,-50000
"D1-1769058000000-1GIC","D1","BUY",4818.14,4568.14,5168.14,5618.14,"TP1","2026-01-22T05:00:00.000Z","2026-01-28T05:00:00.000Z",3500,70000
"D1-1767070800000-JDR3","D1","BUY",4349.2,4099.2,4699.2,5149.2,"TP1","2025-12-30T05:00:00.000Z","2026-01-20T05:00:00.000Z",3500,70000
"D1-1759982400000-DUIJ","D1","BUY",4032.09,3782.09,4382.09,4832.09,"TP1","2025-10-09T04:00:00.000Z","2025-12-22T05:00:00.000Z",3500,70000
"D1-1758168000000-HPTV","D1","BUY",3656.8,3406.8,4006.8,4456.8,"TP1","2025-09-18T04:00:00.000Z","2025-10-08T04:00:00.000Z",3500,70000
"D1-1755144000000-1P65","D1","BUY",3331.8,3081.8,3681.8,4131.8,"TP1","2025-08-14T04:00:00.000Z","2025-09-15T04:00:00.000Z",3500,70000
